Sentence,Sentiment
the stoneg product famili was design to provid the full benefit of a unifi manag system includ share log report and audit,neutral
orion s net profit for the third quarter of decreas to mln euro mln from mln euro mln a year earlier,neutral
as a result the russia s import restrict on finnish dairi compani will be cancel on august,positive
finnish dental care group oral hammaslaakarit oyj post a total net profit of euro mln in the first nine month of versus a net loss of euro in the same period of,positive
profit after tax for the period was up to eur m from eur m last year,positive
supermarket stock ralli as tesco plan to axe non-cor uk asset tsco,positive
other north-rhin westphalia - is to issu a benchmark year fix rate deal in euro,neutral
tesla voluntari recal of model x vehicl due to back seat issu tsla,negative
the layoff talk were first announc in august,neutral
the chf is a great product,positive
i m pleas to receiv the nomin committe s request and confid say jon risfelt,positive
antti orkola presid of kemira growhow s industri solut unit told thomson financi news the compani has put off open the mine as price of phosphat have been quit depress for a long time,negative
ko had miss earn expect for the last two quarter so today strong result came as a major surpris,positive
the compani will releas it result on februari,neutral
intercontinent hotel group share price climb on bn special dividend,positive
a total of mn passeng ship journey took place in the northern baltic sea in slight down from mn in,negative
ahlstrom corpor stock exchang announc at a total of new share of ahlstrom corpor have been subscrib with option right under the compani s stock option program i and ii,neutral
via the agreement ramir will expand the rang of equip and servic it deliv to destia ramir finland s manag director kari aulasmaa said,positive
yit acquir invest right to a squar metr residenti project in yaroslavl and to a squar metr project in moscow,neutral
rt stocktwit rt fallondpick breadth consolid after week of steadi gainsadv in mkt breadth slow qqq,negative
furthermor our fulli electr driven crane are environment friend,positive
number of offer receiv for this contract is two,neutral
the mill has long tradit and hold an establish posit in the market,positive
the coca-cola compani and coca-cola femsa to acquir ade soy-bas beverag busi from unilev,positive
adpnew - sep - finnish silicon wafer maker okmet oyj hel okmv said it will reduc the number of it cleric worker by worldwid as a result of personnel negoti complet today,negative
adp news - feb - finnish broadband data communic system and solut compani telest oyj hel tltv said today it net profit decreas to eur million usd m for from eur million for,negative
london marketwatch -- share price end lower in london monday as a rebound in bank stock fail to offset broader weak for the ftse,negative
raut report a loss per share of eur for the first half of against ep of eur in the correspond period of,negative
finnish electron contract maker incap oyj said on januari it sold it manufactur facil in helsinki to local real estat compani sponda oyj for mln euro mln,neutral
in stora enso s net loss was eur million compar to eur million in the previous year,neutral
destia oy is a finnish infrastructur and construct servic compani build maintain and design traffic rout industri and traffic environ but also complet live environ,neutral
konecran oyj kcrv fh fell percent to euro the biggest fall sinc june,negative
iwm relat weak is pretti appar but the short boat is get full on this one i prefer the boat closer to empti,negative
ssh communic secur corp stock exchang releas octob at pm the compani updat it full year outlook and estim it result to remain at loss for the full year,negative
kone said in court paper that the union action delay repair to elev at the feder courthous on jan and the saltonstal state offic build on jan,negative
